# Melhores coberturas conhecidas no mundo, e melhores limites inferiores
# já provados, para o covering design C(v,k,t).
#
# Fonte: La Jolla Covering Repository, D. M. Gordon.
#   https://github.com/dmgordo/LJCR
# Licença: Creative Commons Attribution 4.0 (CC BY 4.0).
#
# Gerado por ferramentas/atualizar-referencia.py — não editar à mão.
#
# v,k,t,melhor_conhecido,limite_publicado
71,13,2,39,37
71,13,3,299,224
71,13,4,2803,1502
71,13,5,29836,11218
71,14,2,33,31
71,14,3,218,183
71,14,4,2000,1121
71,14,5,20020,7237
71,15,2,29,28
71,15,3,170,142
71,15,4,1351,829
71,15,5,12700,5041
71,16,2,27,24
71,16,3,144,120
71,16,4,1074,622
71,16,5,7312,3275
71,16,6,77542,18185
71,17,2,23,21
71,17,3,122,97
71,17,4,827,497
71,17,5,4857,2523
71,17,6,48064,12701
71,18,2,21,20
71,18,3,93,83
71,18,4,651,359
71,18,5,3715,1839
71,18,6,29696,9262
71,19,2,19,18
71,19,3,84,75
71,19,4,560,307
71,19,5,2610,1308
71,19,6,19500,6323
71,20,2,18,16
71,20,3,77,64
71,20,4,424,249
71,20,5,2542,1009
71,20,6,13724,4239
71,21,2,16,14
71,21,3,69,51
71,21,4,336,203
71,21,5,2047,819
71,21,6,10394,3266
71,21,7,66500,13504
71,22,2,14,14
71,22,3,58,46
71,22,4,273,162
71,22,5,1630,604
71,22,6,8157,2421
71,22,7,47200,9995
71,23,2,13,13
71,23,3,46,42
71,23,4,214,139
71,23,5,1240,473
71,23,6,6222,1779
71,23,7,33191,6591
71,24,2,12,12
71,24,3,40,39
71,24,4,179,119
71,24,5,759,397
71,24,6,4883,1308
71,24,7,23271,4692
72,3,2,864,864
72,4,2,432,432
72,4,3,14922,14922
72,5,2,260,260
72,5,3,6557,6135
72,6,2,180,180
72,6,3,3430,3072
72,6,4,84944,68676
72,7,2,135,124
72,7,3,2161,1708
72,7,4,45069,30672
72,8,2,99,99
72,8,3,1294,1098
72,8,4,22403,14976
72,9,2,73,72
72,9,3,891,712
72,9,4,14569,8520
72,10,2,62,60
72,10,3,562,512
72,10,4,9949,5004
72,11,2,53,53
72,11,3,467,387
72,11,4,6256,3254
72,11,5,79429,31464
72,12,2,47,42
72,12,3,384,294
72,12,4,3432,2250
72,12,5,49444,18708
72,13,2,39,37
72,13,3,317,233
72,13,4,2970,1574
72,13,5,33101,11897
72,14,2,33,31
72,14,3,233,191
72,14,4,2174,1152
72,14,5,20349,7725
72,15,2,30,29
72,15,3,173,149
72,15,4,1485,879
72,15,5,13966,5381
72,16,2,27,25
72,16,3,156,126
72,16,4,1161,639
72,16,5,8014,3731
72,16,6,84232,22685
72,17,2,23,22
72,17,3,125,102
72,17,4,854,509
72,17,5,5609,2635
72,17,6,53168,13871
72,18,2,21,20
72,18,3,96,84
72,18,4,667,388
72,18,5,4352,1988
72,18,6,32198,10092
72,19,2,20,19
72,19,3,84,76
72,19,4,584,315
72,19,5,2709,1361
72,19,6,21985,6969
72,20,2,18,16
72,20,3,80,65
72,20,4,451,270
72,20,5,2596,1106
72,20,6,15211,4709
72,21,2,17,14
72,21,3,75,55
72,21,4,337,220
72,21,5,2273,854
72,21,6,11530,3460
72,21,7,71672,14534
72,22,2,15,14
72,22,3,59,46
72,22,4,303,167
72,22,5,1726,665
72,22,6,8902,2681
72,22,7,51668,10689
72,23,2,13,13
72,23,3,55,44
72,23,4,238,144
72,23,5,1391,508
72,23,6,7094,1891
72,23,7,37312,7579
72,24,2,12,12
72,24,3,40,39
72,24,4,180,126
72,24,5,759,417
72,24,6,4998,1419
72,24,7,25106,5337
73,3,2,876,876
73,4,2,438,438
73,4,3,15774,15768
73,5,2,268,264
73,5,3,6875,6308
73,6,2,185,183
73,6,3,3687,3164
73,6,4,91250,74643
73,7,2,137,126
73,7,3,2229,1878
73,7,4,47742,32037
73,8,2,101,101
73,8,3,1428,1132
73,8,4,24194,15586
73,9,2,73,73
73,9,3,943,803
73,9,4,15823,8906
73,10,2,64,61
73,10,3,584,526
73,10,4,10630,5198
73,11,2,54,54
73,11,3,498,399
73,11,4,6530,3398
73,11,5,86237,33209
73,12,2,49,45
73,12,3,387,323
73,12,4,3896,2355
73,12,5,54326,19796
73,13,2,39,38
73,13,3,325,236
73,13,4,3064,1652
73,13,5,35212,12635
73,14,2,34,32
73,14,3,248,193
73,14,4,2262,1215
73,14,5,22506,8208
73,15,2,30,30
73,15,3,176,151
73,15,4,1598,930
73,15,5,15010,5607
73,16,2,28,26
73,16,3,163,133
73,16,4,1251,680
73,16,5,9146,4011
73,16,6,93167,24551
73,17,2,24,22
73,17,3,132,108
73,17,4,924,542
73,17,5,6138,2745
73,17,6,58367,16022
73,18,2,21,21
73,18,3,100,90
73,18,4,742,414
73,18,5,4770,2065
73,18,6,36427,10687
73,19,2,20,19
73,19,3,85,77
73,19,4,593,323
73,19,5,2999,1491
73,19,6,24213,7639
73,20,2,19,17
73,20,3,83,70
73,20,4,486,278
73,20,5,2605,1150
73,20,6,17168,4968
73,21,2,17,15
73,21,3,76,56
73,21,4,348,226
73,21,5,2343,939
73,21,6,12812,3845
73,21,7,84684,16370
73,22,2,15,14
73,22,3,61,48
73,22,4,306,183
73,22,5,1937,730
73,22,6,9736,2834
73,22,7,59301,11481
73,23,2,13,13
73,23,3,56,45
73,23,4,256,146
73,23,5,1485,531
73,23,6,7764,2111
73,23,7,42266,8510
73,24,2,13,13
73,24,3,46,40
73,24,4,214,134
73,24,5,996,438
73,24,6,5939,1546
73,24,7,29937,5752
74,3,2,913,913
74,4,2,463,463
74,4,3,16206,16206
74,5,2,282,282
74,5,3,7103,6483
74,6,2,186,185
74,6,3,3856,3256
74,6,4,97734,77799
74,7,2,140,138
74,7,3,2277,1935
74,7,4,50484,33448
74,8,2,103,102
74,8,3,1473,1166
74,8,4,25426,17372
74,9,2,83,83
74,9,3,968,831
74,9,4,16710,9308
74,10,2,68,67
74,10,3,592,541
74,10,4,11125,5943
74,11,2,55,54
74,11,3,524,411
74,11,4,7038,3539
74,11,5,93993,34969
74,12,2,50,46
74,12,3,412,333
74,12,4,3991,2461
74,12,5,58427,20955
74,13,2,41,40
74,13,3,343,257
74,13,4,3355,1839
74,13,5,37337,13406
74,14,2,35,33
74,14,3,260,201
74,14,4,2360,1248
74,14,5,23404,8732
74,15,2,30,30
74,15,3,178,158
74,15,4,1710,953
74,15,5,16110,5994
74,16,2,28,27
74,16,3,167,139
74,16,4,1337,699
74,16,5,9897,4302
74,17,2,26,23
74,17,3,136,114
74,17,4,1015,579
74,17,5,6854,2960
74,17,6,59019,17460
74,18,2,21,21
74,18,3,103,91
74,18,4,744,444
74,18,5,5043,2229
74,18,6,39225,11285
74,19,2,20,20
74,19,3,85,82
74,19,4,627,351
74,19,5,3563,1613
74,19,6,26812,8043
74,20,2,19,18
74,20,3,84,71
74,20,4,508,285
74,20,5,2605,1196
74,20,6,18538,5517
74,21,2,18,16
74,21,3,77,60
74,21,4,381,247
74,21,5,2578,980
74,21,6,13876,4053
74,22,2,16,14
74,22,3,66,51
74,22,4,318,189
74,22,5,2020,761
74,22,6,10567,3159
74,22,7,64672,12934
74,23,2,13,13
74,23,3,60,46
74,23,4,275,155
74,23,5,1620,589
74,23,6,8271,2349
74,23,7,46913,9119
74,24,2,13,13
74,24,3,47,42
74,24,4,221,139
74,24,5,1062,451
74,24,6,6639,1638
74,24,7,32750,6509
75,3,2,925,925
75,4,2,469,469
75,4,3,17119,17119
75,5,2,285,285
75,5,3,7335,6945
75,6,2,190,188
75,6,3,3922,3525
75,6,4,105944,81038
75,7,2,142,140
75,7,3,2411,1983
75,7,4,52473,34886
75,8,2,105,104
75,8,3,1537,1294
75,8,4,27060,18141
75,9,2,84,84
75,9,3,1056,850
75,9,4,17187,9717
75,10,2,71,69
75,10,3,662,623
75,10,4,11839,6233
75,11,2,59,57
75,11,3,538,457
75,11,4,7452,3689
75,12,2,50,47
75,12,3,447,338
75,12,4,4320,2569
75,12,5,61444,22119
75,13,2,42,41
75,13,3,371,266
75,13,4,3528,1922
75,13,5,39853,14199
75,14,2,38,35
75,14,3,278,215
75,14,4,2550,1377
75,14,5,25467,9852
75,15,2,30,30
75,15,3,180,165
75,15,4,1810,1005
75,15,5,17358,6240
75,16,2,29,28
75,16,3,170,141
75,16,4,1440,741
75,16,5,10725,4468
75,17,2,27,23
75,17,3,145,120
75,17,4,1083,614
75,17,5,7600,3084
75,17,6,62361,18980
75,18,2,23,21
75,18,3,122,96
75,18,4,834,475
75,18,5,5702,2413
75,18,6,45129,12334
75,19,2,20,20
75,19,3,89,83
75,19,4,687,360
75,19,5,3870,1753
75,19,6,29090,8799
75,20,2,19,19
75,20,3,84,75
75,20,4,551,308
75,20,5,2859,1317
75,20,6,20820,6049
75,21,2,18,16
75,21,3,79,65
75,21,4,417,254
75,21,5,2588,1026
75,21,6,15250,4272
75,22,2,16,14
75,22,3,69,55
75,22,4,353,205
75,22,5,2233,843
75,22,6,11495,3341
75,22,7,73653,13818
75,23,2,15,14
75,23,3,62,46
75,23,4,295,167
75,23,5,1753,617
75,23,6,8832,2482
75,23,7,51562,10302
75,24,2,13,13
75,24,3,48,43
75,24,4,233,144
75,24,5,1096,485
75,24,6,7220,1841
75,24,7,36634,7341
76,3,2,963,963
76,4,2,475,475
76,4,3,17575,17575
76,5,2,289,289
76,5,3,7619,7129
76,6,2,190,190
76,6,3,4148,3610
76,6,4,113271,87970
76,7,2,144,142
76,7,3,2556,2042
76,7,4,56095,38272
76,8,2,110,105
76,8,3,1563,1330
76,8,4,28618,18839
76,9,2,86,85
76,9,3,1106,879
76,9,4,17826,10928
76,10,2,72,70
76,10,3,694,639
76,10,4,12575,6460
76,11,2,60,57
76,11,3,557,477
76,11,4,7934,4305
76,12,2,51,48
76,12,3,457,361
76,12,4,4556,2895
76,12,5,66256,23364
76,13,2,43,41
76,13,3,379,275
76,13,4,3640,1976
76,13,5,42486,15019
76,14,2,39,36
76,14,3,289,223
76,14,4,2732,1444
76,14,5,27374,10434
76,15,2,33,31
76,15,3,213,178
76,15,4,1906,1090
76,15,5,18905,6977
76,16,2,29,28
76,16,3,172,143
76,16,4,1533,784
76,16,5,11446,4774
76,17,2,27,24
76,17,3,152,126
76,17,4,1163,631
76,17,5,8265,3313
76,17,6,73077,18424
76,18,2,23,22
76,18,3,126,98
76,18,4,847,507
76,18,5,6257,2593
76,18,6,47932,13022
76,19,2,21,20
76,19,3,100,84
76,19,4,733,384
76,19,5,4192,1900
76,19,6,32285,9652
76,20,2,19,19
76,20,3,85,76
76,20,4,570,316
76,20,5,3349,1368
76,20,6,23225,6662
76,21,2,18,17
76,21,3,80,69
76,21,4,442,272
76,21,5,2588,1115
76,21,6,17139,4767
76,22,2,17,15
76,22,3,72,56
76,22,4,376,225
76,22,5,2262,878
76,22,6,12734,3545
76,22,7,76701,14758
76,23,2,15,14
76,23,3,65,48
76,23,4,306,182
76,23,5,1891,678
76,23,6,9723,2786
76,23,7,56211,11040
76,24,2,13,13
76,24,3,54,45
76,24,4,247,146
76,24,5,1210,529
76,24,6,7493,1954
76,24,7,40289,7860
77,3,2,976,976
77,4,2,501,501
77,4,3,18538,18538
77,5,2,296,293
77,5,3,7920,7315
77,6,2,206,206
77,6,3,4228,3709
77,6,4,120887,91489
77,7,2,148,143
77,7,3,2613,2090
77,7,4,59632,39710
77,8,2,115,106
77,8,3,1680,1367
77,8,4,30933,19655
77,9,2,88,86
77,9,3,1154,899
77,9,4,18455,11380
77,10,2,73,71
77,10,3,728,655
77,10,4,13346,6769
77,11,2,61,58
77,11,3,570,490
77,11,4,8416,4473
77,12,2,53,49
77,12,3,487,366
77,12,4,4959,3061
77,12,5,68179,27624
77,13,2,44,42
77,13,3,383,285
77,13,4,3947,2139
77,13,5,45344,17148
77,14,2,39,37
77,14,3,305,226
77,14,4,2846,1513
77,14,5,29720,10868
77,15,2,34,31
77,15,3,222,185
77,15,4,2046,1145
77,15,5,20101,7413
77,16,2,30,29
77,16,3,176,150
77,16,4,1628,857
77,16,5,13042,5246
77,17,2,27,25
77,17,3,154,127
77,17,4,1235,648
77,17,5,9041,3552
77,17,6,79719,19364
77,18,2,24,22
77,18,3,130,103
77,18,4,861,539
77,18,5,6513,2700
77,18,6,53145,14173
77,19,2,21,21
77,19,3,105,90
77,19,4,765,398
77,19,5,4593,2055
77,19,6,36450,10509
77,20,2,20,19
77,20,3,85,77
77,20,4,585,324
77,20,5,3620,1479
77,20,6,25388,7315
77,21,2,19,17
77,21,3,83,70
77,21,4,478,279
77,21,5,3153,1159
77,21,6,18802,5016
77,22,2,18,15
77,22,3,77,60
77,22,4,400,242
77,22,5,2272,952
77,22,6,14130,3903
77,22,7,87696,16685
77,23,2,15,14
77,23,3,67,51
77,23,4,328,188
77,23,5,2052,754
77,23,6,10763,2940
77,23,7,64273,11869
77,24,2,13,13
77,24,3,56,45
77,24,4,264,154
77,24,5,1343,584
77,24,6,7707,2176
77,24,7,44964,8939
78,3,2,1014,1014
78,4,2,507,507
78,4,3,19032,19032
78,5,2,312,312
78,5,3,8248,7816
78,6,2,209,208
78,6,3,4287,3809
78,6,4,128805,95095
78,7,2,153,145
78,7,3,2687,2296
78,7,4,63563,41329
78,8,2,119,108
78,8,3,1703,1395
78,8,4,32646,20378
78,9,2,90,87
78,9,3,1159,919
78,9,4,19308,11848
78,10,2,74,72
78,10,3,733,671
78,10,4,13911,7013
78,11,2,62,60
78,11,3,586,504
78,11,4,8965,4645
78,12,2,53,50
78,12,3,490,377
78,12,4,5247,3185
78,12,5,74299,29075
78,13,2,47,42
78,13,3,388,294
78,13,4,4187,2196
78,13,5,47820,18366
78,14,2,39,38
78,14,3,320,234
78,14,4,2952,1588
78,14,5,31498,11918
78,15,2,34,32
78,15,3,230,193
78,15,4,2182,1176
78,15,5,21605,7868
78,16,2,30,30
78,16,3,181,152
78,16,4,1723,902
78,16,5,13888,5582
78,17,2,28,27
78,17,3,156,134
78,17,4,1304,689
78,17,5,10034,3933
78,17,6,87828,24070
78,18,2,24,22
78,18,3,130,109
78,18,4,863,551
78,18,5,7371,2808
78,18,6,55073,15392
78,19,2,21,21
78,19,3,110,91
78,19,4,787,423
78,19,5,5261,2213
78,19,6,39060,11085
78,20,2,20,20
78,20,3,85,82
78,20,4,592,351
78,20,5,3939,1553
78,20,6,28320,8015
78,21,2,19,18
78,21,3,84,71
78,21,4,510,286
78,21,5,3321,1204
78,21,6,20730,5494
78,22,2,18,16
78,22,3,77,61
78,22,4,418,249
78,22,5,2275,990
78,22,6,15365,4110
78,23,2,16,14
78,23,3,71,51
78,23,4,353,204
78,23,5,2214,821
78,23,6,11691,3229
78,23,7,70015,13237
78,24,2,13,13
78,24,3,57,46
78,24,4,275,166
78,24,5,1426,611
78,24,6,8938,2451
78,24,7,50080,9555
79,3,2,1027,1027
79,4,2,514,514
79,4,3,20033,20027
79,5,2,316,316
79,5,3,8469,8011
79,6,2,211,211
79,6,3,4572,4108
79,7,2,158,147
79,7,3,2791,2348
79,7,4,67492,42988
79,8,2,121,119
79,8,3,1748,1432
79,8,4,35038,22673
79,9,2,90,88
79,9,3,1169,948
79,9,4,20196,12245
79,10,2,75,73
79,10,3,736,688
79,10,4,14803,7261
79,11,2,63,61
79,11,3,600,518
79,11,4,9443,4819
79,12,2,54,53
79,12,3,508,395
79,12,4,5661,3318
79,12,5,81520,30580
79,13,2,49,43
79,13,3,392,304
79,13,4,4320,2291
79,13,5,51162,19355
79,14,2,40,38
79,14,3,341,237
79,14,4,3211,1659
79,14,5,33258,12392
79,15,2,35,33
79,15,3,239,201
79,15,4,2302,1233
79,15,5,23395,8364
79,16,2,30,30
79,16,3,185,158
79,16,4,1835,953
79,16,5,15045,5807
79,17,2,28,27
79,17,3,158,140
79,17,4,1413,707
79,17,5,10842,4192
79,18,2,26,23
79,18,3,143,119
79,18,4,992,589
79,18,5,8114,3024
79,18,6,59533,17262
79,19,2,21,21
79,19,3,116,92
79,19,4,839,454
79,19,5,5657,2291
79,19,6,40892,11676
79,20,2,20,20
79,20,3,85,83
79,20,4,595,360
79,20,5,4294,1671
79,20,6,30388,8742
79,21,2,19,19
79,21,3,84,76
79,21,4,523,309
79,21,5,3435,1321
79,21,6,22792,5843
79,22,2,18,16
79,22,3,81,65
79,22,4,452,255
79,22,5,2780,1037
79,22,6,16924,4324
79,23,2,17,14
79,23,3,73,55
79,23,4,374,210
79,23,5,2221,856
79,23,6,12699,3401
79,23,7,73483,14117
79,24,2,15,14
79,24,3,63,47
79,24,4,305,168
79,24,5,1613,672
79,24,6,9979,2703
79,24,7,54589,10629
80,3,2,1067,1067
80,4,2,540,540
80,4,3,20540,20540
80,5,2,320,320
80,5,3,8705,8224
80,6,2,216,214
80,6,3,4717,4214
80,7,2,161,160
80,7,3,2879,2412
80,7,4,71752,46949
80,8,2,124,120
80,8,3,1762,1470
80,8,4,36319,23480
80,9,2,90,89
80,9,3,1170,1058
80,9,4,20752,12729
80,10,2,75,74
80,10,3,738,704
80,10,4,15588,7584
80,11,2,64,61
80,11,3,610,531
80,11,4,10072,5004
80,12,2,54,54
80,12,3,522,407
80,12,4,5750,3454
80,12,5,86005,32127
80,13,2,49,46
80,13,3,409,327
80,13,4,4670,2431
80,13,5,55840,20419
80,14,2,40,40
80,14,3,345,246
80,14,4,3415,1738
80,14,5,35680,13092
80,15,2,36,34
80,15,3,251,203
80,15,4,2463,1264
80,15,5,25017,8848
80,16,2,31,30
80,16,3,188,165
80,16,4,1929,1005
80,16,5,16001,6165
80,17,2,29,28
80,17,3,163,142
80,17,4,1504,744
80,17,5,11861,4485
80,18,2,26,24
80,18,3,152,120
80,18,4,1041,623
80,18,5,8547,3143
80,18,6,67247,18632
80,19,2,23,22
80,19,3,125,97
80,19,4,849,502
80,19,5,6089,2480
80,19,6,47338,12733
80,20,2,20,20
80,20,3,85,84
80,20,4,597,368
80,20,5,4651,1816
80,20,6,33604,9164
80,21,2,20,19
80,21,3,85,77
80,21,4,559,317
80,21,5,3751,1372
80,21,6,24924,6366
80,22,2,18,17
80,22,3,83,70
80,22,4,480,277
80,22,5,2867,1124
80,22,6,18715,4804
80,23,2,17,15
80,23,3,76,56
80,23,4,405,227
80,23,5,2222,887
80,23,6,13906,3607
80,23,7,81153,15040
80,24,2,15,14
80,24,3,67,48
80,24,4,320,184
80,24,5,1743,700
80,24,6,10842,2854
80,24,7,58602,11337
81,3,2,1080,1080
81,4,2,547,547
81,4,3,21607,21607
81,5,2,324,324
81,5,3,9078,8748
81,6,2,218,216
81,6,3,4811,4320
81,7,2,163,162
81,7,3,2930,2477
81,7,4,75879,48762
81,8,2,127,122
81,8,3,1921,1620
81,8,4,38672,24422
81,9,2,90,90
81,9,3,1170,1080
81,9,4,21312,13230
81,10,2,76,75
81,10,3,738,721
81,10,4,16532,8570
81,11,2,66,62
81,11,3,630,545
81,11,4,10516,5184
81,12,2,55,54
81,12,3,545,412
81,12,4,6354,3585
81,12,5,91675,33777
81,13,2,50,47
81,13,3,443,337
81,13,4,4906,2536
81,13,5,57925,21522
81,14,2,43,41
81,14,3,352,267
81,14,4,3538,1892
81,14,5,37666,14066
81,15,2,38,36
81,15,3,264,216
81,15,4,2600,1329
81,15,5,26809,9386
81,16,2,31,31
81,16,3,195,173
81,16,4,2090,1028
81,16,5,17985,6399
81,17,2,29,28
81,17,3,168,144
81,17,4,1604,787
81,17,5,12812,4789
81,18,2,27,25
81,18,3,156,126
81,18,4,1090,639
81,18,5,9358,3348
81,18,6,72657,18000
81,19,2,24,22
81,19,3,129,103
81,19,4,867,512
81,19,5,6596,2656
81,19,6,50503,13400
81,20,2,21,21
81,20,3,103,90
81,20,4,719,393
81,20,5,5232,2034
81,20,6,36623,10044
81,21,2,20,19
81,21,3,85,78
81,21,4,591,324
81,21,5,4121,1420
81,21,6,26766,7005
81,22,2,19,17
81,22,3,84,70
81,22,4,493,284
81,22,5,3062,1168
81,22,6,19980,5052
81,23,2,18,15
81,23,3,77,60
81,23,4,430,247
81,23,5,2486,976
81,23,6,15356,3959
81,23,7,91384,16919
81,24,2,15,14
81,24,3,69,51
81,24,4,344,189
81,24,5,1928,767
81,24,6,11327,2994
81,24,7,66600,12059
82,3,2,1121,1121
82,4,2,554,554
82,4,3,22140,22140
82,5,2,345,345
82,5,3,9436,8971
82,6,2,233,233
82,6,3,4892,4428
82,7,2,169,164
82,7,3,3143,2531
82,7,4,80205,50606
82,8,2,131,123
82,8,3,1978,1661
82,8,4,40319,25390
82,9,2,101,101
82,9,3,1297,1112
82,9,4,23212,14760
82,10,2,77,76
82,10,3,738,738
82,10,4,17215,8856
82,11,2,69,68
82,11,3,647,560
82,11,4,11112,5375
82,12,2,55,55
82,12,3,573,424
82,12,4,6486,3725
82,13,2,51,48
82,13,3,453,341
82,13,4,5049,2599
82,13,5,61862,22614
82,14,2,43,41
82,14,3,365,276
82,14,4,3685,1974
82,14,5,40560,14854
82,15,2,39,37
82,15,3,285,225
82,15,4,2768,1460
82,15,5,27726,10343
82,16,2,34,31
82,16,3,226,185
82,16,4,2198,1107
82,16,5,19135,6812
82,17,2,30,29
82,17,3,173,150
82,17,4,1692,835
82,17,5,14000,4959
82,18,2,28,26
82,18,3,158,128
82,18,4,1151,656
82,18,5,10053,3586
82,18,6,78067,19539
82,19,2,25,22
82,19,3,138,108
82,19,4,1005,544
82,19,5,7335,2758
82,19,6,54898,14450
82,20,2,21,21
82,20,3,107,91
82,20,4,746,423
82,20,5,5641,2100
82,20,6,38859,10890
82,21,2,20,20
82,21,3,85,82
82,21,4,623,352
82,21,5,4427,1535
82,21,6,29357,7943
82,22,2,19,18
82,22,3,84,71
82,22,4,531,291
82,22,5,3138,1208
82,22,6,21788,5293
82,23,2,18,16
82,23,3,77,61
82,23,4,451,250
82,23,5,2490,1013
82,23,6,16943,4165
82,24,2,17,14
82,24,3,72,52
82,24,4,360,205
82,24,5,2018,844
82,24,6,12300,3335
82,24,7,73254,13527
83,3,2,1135,1135
83,4,2,581,581
83,4,3,23261,23261
83,5,2,349,349
83,5,3,9849,9197
83,6,2,236,236
83,6,3,4996,4773
83,7,2,173,166
83,7,3,3252,2763
83,7,4,84899,52504
83,8,2,135,125
83,8,3,2082,1702
83,8,4,42827,26260
83,9,2,102,102
83,9,3,1333,1135
83,9,4,24212,15319
83,10,2,85,83
83,10,3,839,839
83,10,4,18426,9230
83,11,2,71,68
83,11,3,660,574
83,11,4,11668,5569
83,12,2,61,58
83,12,3,587,471
83,12,4,6810,3874
83,13,2,52,49
83,13,3,480,352
83,13,4,5368,2708
83,13,5,66520,23783
83,14,2,44,42
83,14,3,380,285
83,14,4,3941,2022
83,14,5,43577,15409
83,15,2,39,37
83,15,3,301,227
83,15,4,2902,1528
83,15,5,29808,10923
83,16,2,35,32
83,16,3,234,192
83,16,4,2309,1168
83,16,5,20671,7574
83,17,2,31,30
83,17,3,183,152
83,17,4,1794,904
83,17,5,15048,5405
83,18,2,28,27
83,18,3,160,134
83,18,4,1251,692
83,18,5,10895,3851
83,18,6,85294,20511
83,19,2,25,23
83,19,3,147,114
83,19,4,1030,560
83,19,5,7950,2866
83,19,6,60431,15666
83,20,2,21,21
83,20,3,109,92
83,20,4,757,449
83,20,5,6099,2258
83,20,6,41067,11446
83,21,2,20,20
83,21,3,85,83
83,21,4,639,360
83,21,5,4680,1672
83,21,6,31911,8300
83,22,2,19,19
83,22,3,85,76
83,22,4,572,310
83,22,5,3579,1328
83,22,6,24582,5792
83,23,2,18,16
83,23,3,77,65
83,23,4,473,257
83,23,5,2490,1051
83,23,6,18322,4360
83,24,2,17,15
83,24,3,73,56
83,24,4,384,211
83,24,5,2204,865
83,24,6,13593,3504
83,24,7,77297,14404
84,3,2,1176,1176
84,4,2,588,588
84,4,3,23835,23835
84,5,2,353,353
84,5,3,10134,9762
84,6,2,243,238
84,6,3,5095,4886
84,7,2,177,168
84,7,3,3364,2832
84,7,4,89439,57276
84,8,2,137,126
84,8,3,2195,1743
84,8,4,44598,29012
84,9,2,104,103
84,9,3,1388,1167
84,9,4,26099,15886
84,10,2,86,84
84,10,3,869,857
84,10,4,19175,9534
84,11,2,73,70
84,11,3,736,634
84,11,4,12390,6407
84,12,2,62,59
84,12,3,593,476
84,12,4,6889,4018
84,13,2,52,49
84,13,3,493,375
84,13,4,5638,3044
84,13,5,72217,24360
84,14,2,46,42
84,14,3,387,294
84,14,4,4147,2112
84,14,5,46179,16248
84,15,2,40,38
84,15,3,313,236
84,15,4,3038,1596
84,15,5,31893,11324
84,16,2,35,32
84,16,3,242,195
84,16,4,2435,1192
84,16,5,21749,8022
84,17,2,31,30
84,17,3,187,159
84,17,4,1890,949
84,17,5,16343,5772
84,18,2,28,27
84,18,3,161,140
84,18,4,1349,710
84,18,5,11647,4219
84,19,2,27,23
84,19,3,152,120
84,19,4,1058,593
84,19,5,8533,3060
84,19,6,63371,17026
84,20,2,21,21
84,20,3,111,97
84,20,4,782,479
84,20,5,6552,2352
84,20,6,45366,12038
84,21,2,21,20
84,21,3,85,84
84,21,4,682,368
84,21,5,4680,1796
84,21,6,32449,9032
84,22,2,20,19
84,22,3,85,77
84,22,4,591,317
84,22,5,3884,1375
84,22,6,26392,6384
84,23,2,19,17
84,23,3,84,70
84,23,4,501,278
84,23,5,2490,1133
84,23,6,19959,4851
84,24,2,17,15
84,24,3,73,56
84,24,4,390,228
84,24,5,2289,900
84,24,6,14275,3679
84,24,7,80334,15260
85,3,2,1190,1190
85,4,2,595,595
85,4,3,24997,24990
85,5,2,357,357
85,5,3,10398,9996
85,6,2,252,241
85,6,3,5117,5001
85,7,2,182,170
85,7,3,3414,2890
85,7,4,94030,59330
85,8,2,139,128
85,8,3,2316,1785
85,8,4,47595,30090
85,9,2,107,104
85,9,3,1494,1190
85,9,4,27430,16462
85,10,2,88,85
85,10,3,907,876
85,10,4,20346,9920
85,11,2,74,71
85,11,3,744,650
85,11,4,12824,6623
85,12,2,63,59
85,12,3,614,496
85,12,4,7619,4491
85,13,2,54,50
85,13,3,500,386
85,13,4,5766,3113
85,13,5,76635,25585
85,14,2,49,43
85,14,3,408,298
85,14,4,4276,2277
85,14,5,48716,18482
85,15,2,41,39
85,15,3,325,238
85,15,4,3201,1666
85,15,5,34204,11968
85,16,2,36,33
85,16,3,248,202
85,16,4,2539,1254
85,16,5,24183,8479
85,17,2,31,30
85,17,3,190,160
85,17,4,2013,975
85,17,5,17214,5960
85,18,2,29,28
85,18,3,162,142
85,18,4,1432,751
85,18,5,12816,4482
85,19,2,27,24
85,19,3,153,121
85,19,4,1125,627
85,19,5,9089,3177
85,19,6,68023,17332
85,20,2,24,22
85,20,3,121,98
85,20,4,846,510
85,20,5,7108,2521
85,20,6,49471,13005
85,21,2,21,21
85,21,3,85,85
85,21,4,701,393
85,21,5,5461,1939
85,21,6,37456,9520
85,22,2,20,19
85,22,3,85,78
85,22,4,598,325
85,22,5,4143,1422
85,22,6,27712,6940
85,23,2,19,18
85,23,3,84,71
85,23,4,528,285
85,23,5,3073,1172
85,23,6,21547,5082
85,24,2,18,16
85,24,3,77,61
85,24,4,401,248
85,24,5,2473,985
85,24,6,16128,4013
86,3,2,1233,1233
86,4,2,624,624
86,4,3,25585,25585
86,5,2,379,379
86,5,3,10841,10234
86,6,2,259,244
86,6,3,5117,5117
86,7,2,186,185
86,7,3,3664,2961
86,7,4,98710,61441
86,8,2,141,140
86,8,3,2387,1828
86,8,4,49627,31068
86,9,2,110,106
86,9,3,1564,1224
86,9,4,29186,17057
86,10,2,90,86
86,10,3,971,895
86,10,4,21350,10234
86,11,2,75,72
86,11,3,752,665
86,11,4,13359,6849
86,12,2,64,61
86,12,3,634,509
86,12,4,7758,4659
86,13,2,54,53
86,13,3,506,391
